time, event, related key, current phrase, current input
46678, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46695, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46712, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46729, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46745, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46762, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46778, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46796, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46812, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46829, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46845, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46860, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46876, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46893, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46909, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46925, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46943, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46960, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46976, Key Deselected, Back, never too rich and never too thin, never too rich and nee
46993, Key Deselected, Back, never too rich and never too thin, never too rich and nee
47008, Key Deselected, Back, never too rich and never too thin, never too rich and nee
47026, Key Deselected, Back, never too rich and never too thin, never too rich and nee
47042, Key Deselected, Back, never too rich and never too thin, never too rich and nee
47044, Key Selected, P, never too rich and never too thin, never too rich and nee
47060, Key Deselected, P, never too rich and never too thin, never too rich and nee
47076, Key Deselected, P, never too rich and never too thin, never too rich and nee
47093, Key Deselected, P, never too rich and never too thin, never too rich and nee
47109, Key Deselected, P, never too rich and never too thin, never too rich and nee
47126, Key Deselected, P, never too rich and never too thin, never too rich and nee
47142, Key Deselected, P, never too rich and never too thin, never too rich and nee
47161, Key Deselected, P, never too rich and never too thin, never too rich and nee
47177, Key Deselected, P, never too rich and never too thin, never too rich and nee
47193, Key Deselected, P, never too rich and never too thin, never too rich and nee
47209, Key Deselected, P, never too rich and never too thin, never too rich and nee
47226, Key Deselected, P, never too rich and never too thin, never too rich and nee
47242, Key Deselected, P, never too rich and never too thin, never too rich and nee
47259, Key Deselected, P, never too rich and never too thin, never too rich and nee
47261, Key Selected, Back, never too rich and never too thin, never too rich and nee
47826, Key Press, Back, never too rich and never too thin, never too rich and nee
48028, Pause Ended, Back, never too rich and never too thin, never too rich and ne
48044, Key Selected, Back, never too rich and never too thin, never too rich and ne
48293, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48310, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48328, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48344, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48360, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48375, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48392, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48408, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48425, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48442, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48459, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48475, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48492, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48508, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48525, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48541, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48559, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48575, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48592, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48608, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48625, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48641, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48659, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48675, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48692, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48708, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48725, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48741, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48759, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48775, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48792, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48808, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48824, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48840, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48856, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48872, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48890, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48907, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48925, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48941, Key Deselected, Back, never too rich and never too thin, never too rich and ne
48943, Key Selected, A, never too rich and never too thin, never too rich and ne
48974, Key Deselected, A, never too rich and never too thin, never too rich and ne
48976, Key Selected, E, never too rich and never too thin, never too rich and ne
49174, Key Deselected, E, never too rich and never too thin, never too rich and ne
49176, Key Selected, D, never too rich and never too thin, never too rich and ne
49343, Key Deselected, D, never too rich and never too thin, never too rich and ne
49360, Key Deselected, D, never too rich and never too thin, never too rich and ne
49364, Key Selected, B, never too rich and never too thin, never too rich and ne
49377, Key Deselected, B, never too rich and never too thin, never too rich and ne
49381, Key Selected, V, never too rich and never too thin, never too rich and ne
49941, Key Press, V, never too rich and never too thin, never too rich and ne
50143, Pause Ended, V, never too rich and never too thin, never too rich and nev
50160, Key Selected, V, never too rich and never too thin, never too rich and nev
50243, Key Deselected, V, never too rich and never too thin, never too rich and nev
50247, Key Selected, D, never too rich and never too thin, never too rich and nev
50274, Key Deselected, D, never too rich and never too thin, never too rich and nev
50276, Key Selected, E, never too rich and never too thin, never too rich and nev
50509, Key Deselected, E, never too rich and never too thin, never too rich and nev
50526, Key Deselected, E, never too rich and never too thin, never too rich and nev
50542, Key Deselected, E, never too rich and never too thin, never too rich and nev
50557, Key Deselected, E, never too rich and never too thin, never too rich and nev
50573, Key Deselected, E, never too rich and never too thin, never too rich and nev
50591, Key Deselected, E, never too rich and never too thin, never too rich and nev
50607, Key Deselected, E, never too rich and never too thin, never too rich and nev
50624, Key Deselected, E, never too rich and never too thin, never too rich and nev
50640, Key Deselected, E, never too rich and never too thin, never too rich and nev
50657, Key Deselected, E, never too rich and never too thin, never too rich and nev
50673, Key Deselected, E, never too rich and never too thin, never too rich and nev
50690, Key Deselected, E, never too rich and never too thin, never too rich and nev
50707, Key Deselected, E, never too rich and never too thin, never too rich and nev
50724, Key Deselected, E, never too rich and never too thin, never too rich and nev
50740, Key Deselected, E, never too rich and never too thin, never too rich and nev
50757, Key Deselected, E, never too rich and never too thin, never too rich and nev
50773, Key Deselected, E, never too rich and never too thin, never too rich and nev
50792, Key Deselected, E, never too rich and never too thin, never too rich and nev
50808, Key Deselected, E, never too rich and never too thin, never too rich and nev
50826, Key Deselected, E, never too rich and never too thin, never too rich and nev
50842, Key Deselected, E, never too rich and never too thin, never too rich and nev
50857, Key Deselected, E, never too rich and never too thin, never too rich and nev
50873, Key Deselected, E, never too rich and never too thin, never too rich and nev
50890, Key Deselected, E, never too rich and never too thin, never too rich and nev
50906, Key Deselected, E, never too rich and never too thin, never too rich and nev
50924, Key Deselected, E, never too rich and never too thin, never too rich and nev
50939, Key Deselected, E, never too rich and never too thin, never too rich and nev
50957, Key Deselected, E, never too rich and never too thin, never too rich and nev
50973, Key Deselected, E, never too rich and never too thin, never too rich and nev
50990, Key Deselected, E, never too rich and never too thin, never too rich and nev
51006, Key Deselected, E, never too rich and never too thin, never too rich and nev
51024, Key Deselected, E, never too rich and never too thin, never too rich and nev
51040, Key Deselected, E, never too rich and never too thin, never too rich and nev
51058, Key Deselected, E, never too rich and never too thin, never too rich and nev
51073, Key Deselected, E, never too rich and never too thin, never too rich and nev
51090, Key Deselected, E, never too rich and never too thin, never too rich and nev
51106, Key Deselected, E, never too rich and never too thin, never too rich and nev
51123, Key Deselected, E, never too rich and never too thin, never too rich and nev
51139, Key Deselected, E, never too rich and never too thin, never too rich and nev
51157, Key Deselected, E, never too rich and never too thin, never too rich and nev
51173, Key Deselected, E, never too rich and never too thin, never too rich and nev
51190, Key Deselected, E, never too rich and never too thin, never too rich and nev
51206, Key Deselected, E, never too rich and never too thin, never too rich and nev
51223, Key Deselected, E, never too rich and never too thin, never too rich and nev
51240, Key Deselected, E, never too rich and never too thin, never too rich and nev
51259, Key Deselected, E, never too rich and never too thin, never too rich and nev
51275, Key Deselected, E, never too rich and never too thin, never too rich and nev
51293, Key Deselected, E, never too rich and never too thin, never too rich and nev
51309, Key Deselected, E, never too rich and never too thin, never too rich and nev
51326, Key Deselected, E, never too rich and never too thin, never too rich and nev
51342, Key Deselected, E, never too rich and never too thin, never too rich and nev
51357, Key Press, E, never too rich and never too thin, never too rich and nev
51375, Pause Ended, E, never too rich and never too thin, never too rich and neve
51393, Key Selected, E, never too rich and never too thin, never too rich and neve
51957, Key Press, E, never too rich and never too thin, never too rich and neve
52159, Pause Ended, E, never too rich and never too thin, never too rich and nevee
52175, Key Selected, E, never too rich and never too thin, never too rich and nevee
52274, Key Deselected, E, never too rich and never too thin, never too rich and nevee
52278, Key Selected, R, never too rich and never too thin, never too rich and nevee
52542, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52558, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52573, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52592, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52607, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52625, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52641, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52658, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52674, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52691, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52707, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52725, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52741, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52758, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52774, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52791, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52807, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52824, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52840, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52858, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52874, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52892, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52907, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52925, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52941, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52958, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52974, Key Deselected, R, never too rich and never too thin, never too rich and nevee
52991, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53007, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53025, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53041, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53057, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53074, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53090, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53107, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53125, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53141, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53158, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53174, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53191, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53206, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53223, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53238, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53256, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53272, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53289, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53306, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53322, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53340, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53358, Key Deselected, R, never too rich and never too thin, never too rich and nevee
53362, Key Selected, Back, never too rich and never too thin, never too rich and nevee
53922, Key Press, Back, never too rich and never too thin, never too rich and nevee
54124, Pause Ended, Back, never too rich and never too thin, never too rich and neve
54140, Key Selected, Back, never too rich and never too thin, never too rich and neve
54240, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54256, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54273, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54290, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54307, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54324, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54340, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54358, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54373, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54390, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54406, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54423, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54439, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54457, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54473, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54490, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54507, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54523, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54541, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54557, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54573, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54591, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54606, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54624, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54640, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54657, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54673, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54689, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54706, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54723, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54739, Key Deselected, Back, never too rich and never too thin, never too rich and neve
54741, Key Selected, E, never too rich and never too thin, never too rich and neve
55006, Key Deselected, E, never too rich and never too thin, never too rich and neve
55010, Key Selected, R, never too rich and never too thin, never too rich and neve
55539, Key Deselected, R, never too rich and never too thin, never too rich and neve
55556, Key Deselected, R, never too rich and never too thin, never too rich and neve
55572, Key Deselected, R, never too rich and never too thin, never too rich and neve
55589, Key Deselected, R, never too rich and never too thin, never too rich and neve
55606, Key Deselected, R, never too rich and never too thin, never too rich and neve
55623, Key Deselected, R, never too rich and never too thin, never too rich and neve
55639, Key Deselected, R, never too rich and never too thin, never too rich and neve
55656, Key Deselected, R, never too rich and never too thin, never too rich and neve
55672, Key Deselected, R, never too rich and never too thin, never too rich and neve
55689, Key Deselected, R, never too rich and never too thin, never too rich and neve
55706, Key Deselected, R, never too rich and never too thin, never too rich and neve
55721, Key Deselected, R, never too rich and never too thin, never too rich and neve
55736, Key Deselected, R, never too rich and never too thin, never too rich and neve
55754, Key Deselected, R, never too rich and never too thin, never too rich and neve
55770, Key Deselected, R, never too rich and never too thin, never too rich and neve
55787, Key Deselected, R, never too rich and never too thin, never too rich and neve
55803, Key Deselected, R, never too rich and never too thin, never too rich and neve
55820, Key Deselected, R, never too rich and never too thin, never too rich and neve
55836, Key Deselected, R, never too rich and never too thin, never too rich and neve
55854, Key Deselected, R, never too rich and never too thin, never too rich and neve
55870, Key Deselected, R, never too rich and never too thin, never too rich and neve
55887, Key Deselected, R, never too rich and never too thin, never too rich and neve
55903, Key Deselected, R, never too rich and never too thin, never too rich and neve
55920, Key Deselected, R, never too rich and never too thin, never too rich and neve
55936, Key Deselected, R, never too rich and never too thin, never too rich and neve
55954, Key Deselected, R, never too rich and never too thin, never too rich and neve
55970, Key Deselected, R, never too rich and never too thin, never too rich and neve
55987, Key Deselected, R, never too rich and never too thin, never too rich and neve
56003, Key Deselected, R, never too rich and never too thin, never too rich and neve
56020, Key Deselected, R, never too rich and never too thin, never too rich and neve
56036, Key Deselected, R, never too rich and never too thin, never too rich and neve
56054, Key Deselected, R, never too rich and never too thin, never too rich and neve
56069, Key Deselected, R, never too rich and never too thin, never too rich and neve
56086, Key Deselected, R, never too rich and never too thin, never too rich and neve
56103, Key Deselected, R, never too rich and never too thin, never too rich and neve
56120, Key Deselected, R, never too rich and never too thin, never too rich and neve
56136, Key Deselected, R, never too rich and never too thin, never too rich and neve
56153, Key Deselected, R, never too rich and never too thin, never too rich and neve
56170, Key Deselected, R, never too rich and never too thin, never too rich and neve
56187, Key Deselected, R, never too rich and never too thin, never too rich and neve
56203, Key Deselected, R, never too rich and never too thin, never too rich and neve
56220, Key Deselected, R, never too rich and never too thin, never too rich and neve
56236, Key Deselected, R, never too rich and never too thin, never too rich and neve
56253, Key Deselected, R, never too rich and never too thin, never too rich and neve
56269, Key Deselected, R, never too rich and never too thin, never too rich and neve
56287, Key Deselected, R, never too rich and never too thin, never too rich and neve
56303, Key Deselected, R, never too rich and never too thin, never too rich and neve
56320, Key Deselected, R, never too rich and never too thin, never too rich and neve
56336, Key Deselected, R, never too rich and never too thin, never too rich and neve
56353, Key Deselected, R, never too rich and never too thin, never too rich and neve
56368, Key Press, R, never too rich and never too thin, never too rich and neve
56387, Pause Ended, R, never too rich and never too thin, never too rich and never
56403, Key Selected, R, never too rich and never too thin, never too rich and never
56738, Key Deselected, R, never too rich and never too thin, never too rich and never
56756, Key Deselected, R, never too rich and never too thin, never too rich and never
56772, Key Deselected, R, never too rich and never too thin, never too rich and never
56789, Key Deselected, R, never too rich and never too thin, never too rich and never
56805, Key Deselected, R, never too rich and never too thin, never too rich and never
56822, Key Deselected, R, never too rich and never too thin, never too rich and never
56838, Key Deselected, R, never too rich and never too thin, never too rich and never
56853, Key Deselected, R, never too rich and never too thin, never too rich and never
56869, Key Deselected, R, never too rich and never too thin, never too rich and never
56886, Key Deselected, R, never too rich and never too thin, never too rich and never
56903, Key Deselected, R, never too rich and never too thin, never too rich and never
56920, Key Deselected, R, never too rich and never too thin, never too rich and never
56936, Key Deselected, R, never too rich and never too thin, never too rich and never
56953, Key Deselected, R, never too rich and never too thin, never too rich and never
56969, Key Deselected, R, never too rich and never too thin, never too rich and never
56986, Key Deselected, R, never too rich and never too thin, never too rich and never
57002, Key Deselected, R, never too rich and never too thin, never too rich and never
57020, Key Deselected, R, never too rich and never too thin, never too rich and never
57036, Key Deselected, R, never too rich and never too thin, never too rich and never
57053, Key Deselected, R, never too rich and never too thin, never too rich and never
57066, Key Deselected, R, never too rich and never too thin, never too rich and never
57084, Key Deselected, R, never too rich and never too thin, never too rich and never
57084, Key Selected, H, never too rich and never too thin, never too rich and never
57099, Key Deselected, H, never too rich and never too thin, never too rich and never
57100, Key Selected, Space, never too rich and never too thin, never too rich and never
57653, Key Press, Space, never too rich and never too thin, never too rich and never
57855, Pause Ended, Space, never too rich and never too thin, never too rich and never 
57871, Key Selected, Space, never too rich and never too thin, never too rich and never 
57955, Key Deselected, Space, never too rich and never too thin, never too rich and never 
57959, Key Selected, L, never too rich and never too thin, never too rich and never 
57971, Key Deselected, L, never too rich and never too thin, never too rich and never 
57975, Key Selected, Back, never too rich and never too thin, never too rich and never 
57988, Key Deselected, Back, never too rich and never too thin, never too rich and never 
58001, Key Deselected, Back, never too rich and never too thin, never too rich and never 
58018, Key Deselected, Back, never too rich and never too thin, never too rich and never 
58034, Key Deselected, Back, never too rich and never too thin, never too rich and never 
58051, Key Deselected, Back, never too rich and never too thin, never too rich and never 
58067, Key Deselected, Back, never too rich and never too thin, never too rich and never 
58085, Key Deselected, Back, never too rich and never too thin, never too rich and never 
58101, Key Deselected, Back, never too rich and never too thin, never too rich and never 
58103, Key Selected, P, never too rich and never too thin, never too rich and never 
58118, Key Deselected, P, never too rich and never too thin, never too rich and never 
58120, Key Selected, O, never too rich and never too thin, never too rich and never 
58234, Key Deselected, O, never too rich and never too thin, never too rich and never 
58236, Key Selected, I, never too rich and never too thin, never too rich and never 
58301, Key Deselected, I, never too rich and never too thin, never too rich and never 
58303, Key Selected, U, never too rich and never too thin, never too rich and never 
58387, Key Deselected, U, never too rich and never too thin, never too rich and never 
58391, Key Selected, Y, never too rich and never too thin, never too rich and never 
58568, Key Deselected, Y, never too rich and never too thin, never too rich and never 
58570, Key Selected, T, never too rich and never too thin, never too rich and never 
59135, Key Press, T, never too rich and never too thin, never too rich and never 
59337, Pause Ended, T, never too rich and never too thin, never too rich and never t
59354, Key Selected, T, never too rich and never too thin, never too rich and never t
59435, Key Deselected, T, never too rich and never too thin, never too rich and never t
59439, Key Selected, Y, never too rich and never too thin, never too rich and never t
59453, Key Deselected, Y, never too rich and never too thin, never too rich and never t
59458, Key Selected, O, never too rich and never too thin, never too rich and never t
60018, Key Press, O, never too rich and never too thin, never too rich and never t
60216, Pause Ended, O, never too rich and never too thin, never too rich and never to
60233, Key Selected, O, never too rich and never too thin, never too rich and never to
60800, Key Press, O, never too rich and never too thin, never too rich and never to
61002, Pause Ended, O, never too rich and never too thin, never too rich and never too
61020, Key Selected, O, never too rich and never too thin, never too rich and never too
61167, Key Deselected, O, never too rich and never too thin, never too rich and never too
61185, Key Deselected, O, never too rich and never too thin, never too rich and never too
61202, Key Deselected, O, never too rich and never too thin, never too rich and never too
61220, Key Deselected, O, never too rich and never too thin, never too rich and never too
61235, Key Deselected, O, never too rich and never too thin, never too rich and never too
61252, Key Deselected, O, never too rich and never too thin, never too rich and never too
61269, Key Deselected, O, never too rich and never too thin, never too rich and never too
61286, Key Deselected, O, never too rich and never too thin, never too rich and never too
61302, Key Deselected, O, never too rich and never too thin, never too rich and never too
61319, Key Deselected, O, never too rich and never too thin, never too rich and never too
61335, Key Deselected, O, never too rich and never too thin, never too rich and never too
61353, Key Deselected, O, never too rich and never too thin, never too rich and never too
61368, Key Deselected, O, never too rich and never too thin, never too rich and never too
61386, Key Deselected, O, never too rich and never too thin, never too rich and never too
61402, Key Deselected, O, never too rich and never too thin, never too rich and never too
61420, Key Deselected, O, never too rich and never too thin, never too rich and never too
61435, Key Deselected, O, never too rich and never too thin, never too rich and never too
61452, Key Deselected, O, never too rich and never too thin, never too rich and never too
61467, Key Deselected, O, never too rich and never too thin, never too rich and never too
61470, Key Selected, R, never too rich and never too thin, never too rich and never too
61485, Key Deselected, R, never too rich and never too thin, never too rich and never too
61500, Key Deselected, R, never too rich and never too thin, never too rich and never too
61517, Key Deselected, R, never too rich and never too thin, never too rich and never too
61532, Key Deselected, R, never too rich and never too thin, never too rich and never too
61550, Key Deselected, R, never too rich and never too thin, never too rich and never too
61567, Key Deselected, R, never too rich and never too thin, never too rich and never too
61584, Key Deselected, R, never too rich and never too thin, never too rich and never too
61600, Key Deselected, R, never too rich and never too thin, never too rich and never too
61619, Key Deselected, R, never too rich and never too thin, never too rich and never too
61635, Key Deselected, R, never too rich and never too thin, never too rich and never too
61639, Key Selected, B, never too rich and never too thin, never too rich and never too
61653, Key Deselected, B, never too rich and never too thin, never too rich and never too
61657, Key Selected, N, never too rich and never too thin, never too rich and never too
61668, Key Deselected, N, never too rich and never too thin, never too rich and never too
61672, Key Selected, G, never too rich and never too thin, never too rich and never too
61968, Key Deselected, G, never too rich and never too thin, never too rich and never too
61972, Key Selected, J, never too rich and never too thin, never too rich and never too
62119, Key Deselected, J, never too rich and never too thin, never too rich and never too
62123, Key Selected, Space, never too rich and never too thin, never too rich and never too
62683, Key Press, Space, never too rich and never too thin, never too rich and never too
62884, Pause Ended, Space, never too rich and never too thin, never too rich and never too 
62901, Key Selected, Y, never too rich and never too thin, never too rich and never too 
62918, Key Deselected, Y, never too rich and never too thin, never too rich and never too 
62934, Key Deselected, Y, never too rich and never too thin, never too rich and never too 
62951, Key Deselected, Y, never too rich and never too thin, never too rich and never too 
62968, Key Deselected, Y, never too rich and never too thin, never too rich and never too 
62985, Key Deselected, Y, never too rich and never too thin, never too rich and never too 
62989, Key Selected, T, never too rich and never too thin, never too rich and never too 
63101, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63118, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63134, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63151, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63169, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63185, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63201, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63218, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63234, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63251, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63267, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63284, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63300, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63318, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63334, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63351, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63367, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63385, Key Deselected, T, never too rich and never too thin, never too rich and never too 
63549, Key Press, T, never too rich and never too thin, never too rich and never too 
63751, Pause Ended, T, never too rich and never too thin, never too rich and never too t
63767, Key Selected, T, never too rich and never too thin, never too rich and never too t
64032, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64051, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64067, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64084, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64100, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64117, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64133, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64151, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64168, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64184, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64200, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64217, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64233, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64250, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64267, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64283, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64300, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64317, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64333, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64351, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64366, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64383, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64400, Key Deselected, T, never too rich and never too thin, never too rich and never too t
64415, Key Press, T, never too rich and never too thin, never too rich and never too t
64531, Pause Ended, T, never too rich and never too thin, never too rich and never too tt
64548, Key Selected, G, never too rich and never too thin, never too rich and never too tt
64581, Key Deselected, G, never too rich and never too thin, never too rich and never too tt
64583, Key Selected, H, never too rich and never too thin, never too rich and never too tt
65148, Key Press, H, never too rich and never too thin, never too rich and never too tt
65350, Pause Ended, H, never too rich and never too thin, never too rich and never too tth
