, gaze point, , gaze point validity, , pupil size, , pupil validity
time, X, Y, L, R, L, R, L, R
10864, nan, nan, 0, 0, nan, nan, 0, 0
10879, nan, nan, 0, 0, nan, nan, 0, 0
10895, nan, nan, 0, 0, nan, nan, 0, 0
10911, nan, nan, 0, 0, nan, nan, 0, 0
10926, nan, nan, 0, 0, nan, nan, 0, 0
10942, nan, nan, 0, 0, nan, nan, 0, 0
10958, nan, nan, 0, 0, nan, nan, 0, 0
10973, nan, nan, 0, 0, nan, nan, 0, 0
10989, nan, nan, 0, 0, nan, nan, 0, 0
11004, nan, nan, 0, 0, nan, nan, 0, 0
11020, nan, nan, 0, 0, nan, nan, 0, 0
11036, nan, nan, 0, 0, nan, nan, 0, 0
11067, nan, nan, 0, 0, nan, nan, 0, 0
11083, nan, nan, 0, 0, nan, nan, 0, 0
11098, nan, nan, 0, 0, nan, nan, 0, 0
11114, nan, nan, 0, 0, nan, nan, 0, 0
11129, nan, nan, 0, 0, nan, nan, 0, 0
11145, nan, nan, 0, 0, nan, nan, 0, 0
11161, nan, nan, 0, 0, nan, nan, 0, 0
11176, nan, nan, 0, 0, nan, nan, 0, 0
11192, nan, nan, 0, 0, nan, nan, 0, 0
11208, nan, nan, 0, 0, nan, nan, 0, 0
11223, nan, nan, 0, 0, nan, nan, 0, 0
11239, nan, nan, 0, 0, nan, nan, 0, 0
11254, nan, nan, 0, 0, nan, nan, 0, 0
11270, nan, nan, 0, 0, nan, nan, 0, 0
11301, nan, nan, 0, 0, nan, nan, 0, 0
11317, nan, nan, 0, 0, nan, nan, 0, 0
11333, nan, nan, 0, 0, nan, nan, 0, 0
11348, nan, nan, 0, 0, nan, nan, 0, 0
11364, nan, nan, 0, 0, nan, nan, 0, 0
11379, nan, nan, 0, 0, nan, nan, 0, 0
11395, nan, nan, 0, 0, nan, nan, 0, 0
11411, nan, nan, 0, 0, nan, nan, 0, 0
11426, nan, nan, 0, 0, nan, nan, 0, 0
11442, nan, nan, 0, 0, nan, nan, 0, 0
11458, nan, nan, 0, 0, nan, nan, 0, 0
11473, nan, nan, 0, 0, nan, nan, 0, 0
11489, nan, nan, 0, 0, nan, nan, 0, 0
11504, nan, nan, 0, 0, nan, nan, 0, 0
11520, nan, nan, 0, 0, nan, nan, 0, 0
11551, nan, nan, 0, 0, nan, nan, 0, 0
11567, nan, nan, 0, 0, nan, nan, 0, 0
11583, nan, nan, 0, 0, nan, nan, 0, 0
11598, nan, nan, 0, 0, nan, nan, 0, 0
11614, nan, nan, 0, 0, nan, nan, 0, 0
11629, nan, nan, 0, 0, nan, nan, 0, 0
11645, nan, nan, 0, 0, nan, nan, 0, 0
11661, nan, nan, 0, 0, nan, nan, 0, 0
11676, nan, nan, 0, 0, nan, nan, 0, 0
11692, nan, nan, 0, 0, nan, nan, 0, 0
11708, nan, nan, 0, 0, nan, nan, 0, 0
11723, nan, nan, 0, 0, nan, nan, 0, 0
11739, nan, nan, 0, 0, nan, nan, 0, 0
11754, nan, nan, 0, 0, nan, nan, 0, 0
11770, nan, nan, 0, 0, nan, nan, 0, 0
11786, nan, nan, 0, 0, nan, nan, 0, 0
11817, nan, nan, 0, 0, nan, nan, 0, 0
11833, nan, nan, 0, 0, nan, nan, 0, 0
11848, nan, nan, 0, 0, nan, nan, 0, 0
11864, nan, nan, 0, 0, nan, nan, 0, 0
11880, nan, nan, 0, 0, nan, nan, 0, 0
11895, nan, nan, 0, 0, nan, nan, 0, 0
11911, nan, nan, 0, 0, nan, nan, 0, 0
11926, nan, nan, 0, 0, nan, nan, 0, 0
11942, nan, nan, 0, 0, nan, nan, 0, 0
11958, nan, nan, 0, 0, nan, nan, 0, 0
11973, nan, nan, 0, 0, nan, nan, 0, 0
11989, nan, nan, 0, 0, nan, nan, 0, 0
12020, nan, nan, 0, 0, nan, nan, 0, 0
12020, nan, nan, 0, 0, nan, nan, 0, 0
12036, nan, nan, 0, 0, nan, nan, 0, 0
12051, nan, nan, 0, 0, nan, nan, 0, 0
12083, nan, nan, 0, 0, nan, nan, 0, 0
12098, nan, nan, 0, 0, nan, nan, 0, 0
12114, nan, nan, 0, 0, nan, nan, 0, 0
12130, nan, nan, 0, 0, nan, nan, 0, 0
12146, nan, nan, 0, 0, nan, nan, 0, 0
12161, nan, nan, 0, 0, nan, nan, 0, 0
12177, nan, nan, 0, 0, nan, nan, 0, 0
12193, nan, nan, 0, 0, nan, nan, 0, 0
12208, nan, nan, 0, 0, nan, nan, 0, 0
12224, nan, nan, 0, 0, nan, nan, 0, 0
12240, nan, nan, 0, 0, nan, nan, 0, 0
12255, nan, nan, 0, 0, nan, nan, 0, 0
12271, nan, nan, 0, 0, nan, nan, 0, 0
12286, nan, nan, 0, 0, nan, nan, 0, 0
12302, nan, nan, 0, 0, nan, nan, 0, 0
12318, nan, nan, 0, 0, nan, nan, 0, 0
12349, nan, nan, 0, 0, nan, nan, 0, 0
12364, nan, nan, 0, 0, nan, nan, 0, 0
12380, nan, nan, 0, 0, nan, nan, 0, 0
12396, nan, nan, 0, 0, nan, nan, 0, 0
12411, nan, nan, 0, 0, nan, nan, 0, 0
12427, nan, nan, 0, 0, nan, nan, 0, 0
12443, nan, nan, 0, 0, nan, nan, 0, 0
12458, nan, nan, 0, 0, nan, nan, 0, 0
12474, nan, nan, 0, 0, nan, nan, 0, 0
12489, nan, nan, 0, 0, nan, nan, 0, 0
12505, nan, nan, 0, 0, nan, nan, 0, 0
12521, nan, nan, 0, 0, nan, nan, 0, 0
12536, nan, nan, 0, 0, nan, nan, 0, 0
12552, nan, nan, 0, 0, nan, nan, 0, 0
12568, nan, nan, 0, 0, nan, nan, 0, 0
12583, nan, nan, 0, 0, nan, nan, 0, 0
12615, nan, nan, 0, 0, nan, nan, 0, 0
12630, nan, nan, 0, 0, nan, nan, 0, 0
12646, nan, nan, 0, 0, nan, nan, 0, 0
12661, nan, nan, 0, 0, nan, nan, 0, 0
12677, nan, nan, 0, 0, nan, nan, 0, 0
12693, nan, nan, 0, 0, nan, nan, 0, 0
12708, nan, nan, 0, 0, nan, nan, 0, 0
12724, nan, nan, 0, 0, nan, nan, 0, 0
12740, nan, nan, 0, 0, nan, nan, 0, 0
12755, nan, nan, 0, 0, nan, nan, 0, 0
12771, nan, nan, 0, 0, nan, nan, 0, 0
12786, nan, nan, 0, 0, nan, nan, 0, 0
12802, nan, nan, 0, 0, nan, nan, 0, 0
12818, nan, nan, 0, 0, nan, nan, 0, 0
12836, nan, nan, 0, 0, nan, nan, 0, 0
12850, nan, nan, 0, 0, nan, nan, 0, 0
12881, nan, nan, 0, 0, nan, nan, 0, 0
12897, nan, nan, 0, 0, nan, nan, 0, 0
12912, nan, nan, 0, 0, nan, nan, 0, 0
12928, nan, nan, 0, 0, nan, nan, 0, 0
12943, nan, nan, 0, 0, nan, nan, 0, 0
12959, nan, nan, 0, 0, nan, nan, 0, 0
12975, nan, nan, 0, 0, nan, nan, 0, 0
12990, nan, nan, 0, 0, nan, nan, 0, 0
13006, nan, nan, 0, 0, nan, nan, 0, 0
13022, nan, nan, 0, 0, nan, nan, 0, 0
13037, nan, nan, 0, 0, nan, nan, 0, 0
13053, nan, nan, 0, 0, nan, nan, 0, 0
13068, nan, nan, 0, 0, nan, nan, 0, 0
13084, nan, nan, 0, 0, nan, nan, 0, 0
13115, nan, nan, 0, 0, nan, nan, 0, 0
13131, nan, nan, 0, 0, nan, nan, 0, 0
13147, nan, nan, 0, 0, nan, nan, 0, 0
13162, nan, nan, 0, 0, nan, nan, 0, 0
13193, nan, nan, 0, 0, nan, nan, 0, 0
13209, nan, nan, 0, 0, nan, nan, 0, 0
13225, nan, nan, 0, 0, nan, nan, 0, 0
13240, nan, nan, 0, 0, nan, nan, 0, 0
13256, nan, nan, 0, 0, nan, nan, 0, 0
13272, nan, nan, 0, 0, nan, nan, 0, 0
13287, nan, nan, 0, 0, nan, nan, 0, 0
13303, nan, nan, 0, 0, nan, nan, 0, 0
13318, nan, nan, 0, 0, nan, nan, 0, 0
13334, nan, nan, 0, 0, nan, nan, 0, 0
13350, nan, nan, 0, 0, nan, nan, 0, 0
13365, nan, nan, 0, 0, nan, nan, 0, 0
13397, nan, nan, 0, 0, nan, nan, 0, 0
13428, nan, nan, 0, 0, nan, nan, 0, 0
13443, nan, nan, 0, 0, nan, nan, 0, 0
13459, nan, nan, 0, 0, nan, nan, 0, 0
13475, nan, nan, 0, 0, nan, nan, 0, 0
13490, nan, nan, 0, 0, nan, nan, 0, 0
13506, nan, nan, 0, 0, nan, nan, 0, 0
13522, nan, nan, 0, 0, nan, nan, 0, 0
13537, nan, nan, 0, 0, nan, nan, 0, 0
13553, nan, nan, 0, 0, nan, nan, 0, 0
13568, nan, nan, 0, 0, nan, nan, 0, 0
13584, nan, nan, 0, 0, nan, nan, 0, 0
13600, nan, nan, 0, 0, nan, nan, 0, 0
13615, nan, nan, 0, 0, nan, nan, 0, 0
13647, nan, nan, 0, 0, nan, nan, 0, 0
13662, nan, nan, 0, 0, nan, nan, 0, 0
13678, nan, nan, 0, 0, nan, nan, 0, 0
13693, nan, nan, 0, 0, nan, nan, 0, 0
13709, nan, nan, 0, 0, nan, nan, 0, 0
13740, nan, nan, 0, 0, nan, nan, 0, 0
13756, nan, nan, 0, 0, nan, nan, 0, 0
13772, nan, nan, 0, 0, nan, nan, 0, 0
13787, nan, nan, 0, 0, nan, nan, 0, 0
13803, nan, nan, 0, 0, nan, nan, 0, 0
13819, nan, nan, 0, 0, nan, nan, 0, 0
13834, nan, nan, 0, 0, nan, nan, 0, 0
13850, nan, nan, 0, 0, nan, nan, 0, 0
13865, nan, nan, 0, 0, nan, nan, 0, 0
13881, nan, nan, 0, 0, nan, nan, 0, 0
13897, nan, nan, 0, 0, nan, nan, 0, 0
13912, nan, nan, 0, 0, nan, nan, 0, 0
13928, nan, nan, 0, 0, nan, nan, 0, 0
13943, nan, nan, 0, 0, nan, nan, 0, 0
13975, nan, nan, 0, 0, nan, nan, 0, 0
13990, nan, nan, 0, 0, nan, nan, 0, 0
14006, nan, nan, 0, 0, nan, nan, 0, 0
14022, nan, nan, 0, 0, nan, nan, 0, 0
14037, nan, nan, 0, 0, nan, nan, 0, 0
14053, nan, nan, 0, 0, nan, nan, 0, 0
14068, nan, nan, 0, 0, nan, nan, 0, 0
14084, nan, nan, 0, 0, nan, nan, 0, 0
14100, nan, nan, 0, 0, nan, nan, 0, 0
14115, nan, nan, 0, 0, nan, nan, 0, 0
14131, nan, nan, 0, 0, nan, nan, 0, 0
14147, nan, nan, 0, 0, nan, nan, 0, 0
14162, nan, nan, 0, 0, nan, nan, 0, 0
14178, nan, nan, 0, 0, nan, nan, 0, 0
14204, nan, nan, 0, 0, nan, nan, 0, 0
14224, nan, nan, 0, 0, nan, nan, 0, 0
14261, nan, nan, 0, 0, nan, nan, 0, 0
14277, nan, nan, 0, 0, nan, nan, 0, 0
14292, nan, nan, 0, 0, nan, nan, 0, 0
14308, nan, nan, 0, 0, nan, nan, 0, 0
14324, nan, nan, 0, 0, nan, nan, 0, 0
14339, nan, nan, 0, 0, nan, nan, 0, 0
14355, nan, nan, 0, 0, nan, nan, 0, 0
14371, nan, nan, 0, 0, nan, nan, 0, 0
14386, nan, nan, 0, 0, nan, nan, 0, 0
14402, nan, nan, 0, 0, nan, nan, 0, 0
14433, nan, nan, 0, 0, nan, nan, 0, 0
14449, nan, nan, 0, 0, nan, nan, 0, 0
14464, nan, nan, 0, 0, nan, nan, 0, 0
14480, nan, nan, 0, 0, nan, nan, 0, 0
14496, nan, nan, 0, 0, nan, nan, 0, 0
14511, nan, nan, 0, 0, nan, nan, 0, 0
14527, nan, nan, 0, 0, nan, nan, 0, 0
14545, nan, nan, 0, 0, nan, nan, 0, 0
14561, nan, nan, 0, 0, nan, nan, 0, 0
14577, nan, nan, 0, 0, nan, nan, 0, 0
14592, nan, nan, 0, 0, nan, nan, 0, 0
14608, nan, nan, 0, 0, nan, nan, 0, 0
14639, nan, nan, 0, 0, nan, nan, 0, 0
14655, nan, nan, 0, 0, nan, nan, 0, 0
14670, nan, nan, 0, 0, nan, nan, 0, 0
14686, nan, nan, 0, 0, nan, nan, 0, 0
14702, nan, nan, 0, 0, nan, nan, 0, 0
14733, nan, nan, 0, 0, nan, nan, 0, 0
14749, nan, nan, 0, 0, nan, nan, 0, 0
14764, nan, nan, 0, 0, nan, nan, 0, 0
14780, nan, nan, 0, 0, nan, nan, 0, 0
14795, nan, nan, 0, 0, nan, nan, 0, 0
14811, nan, nan, 0, 0, nan, nan, 0, 0
14842, nan, nan, 0, 0, nan, nan, 0, 0
14858, nan, nan, 0, 0, nan, nan, 0, 0
14874, nan, nan, 0, 0, nan, nan, 0, 0
14889, nan, nan, 0, 0, nan, nan, 0, 0
14905, nan, nan, 0, 0, nan, nan, 0, 0
14920, nan, nan, 0, 0, nan, nan, 0, 0
14936, nan, nan, 0, 0, nan, nan, 0, 0
14952, nan, nan, 0, 0, nan, nan, 0, 0
14967, nan, nan, 0, 0, nan, nan, 0, 0
14983, nan, nan, 0, 0, nan, nan, 0, 0
14999, nan, nan, 0, 0, nan, nan, 0, 0
15014, nan, nan, 0, 0, nan, nan, 0, 0
15030, nan, nan, 0, 0, nan, nan, 0, 0
15045, nan, nan, 0, 0, nan, nan, 0, 0
15077, nan, nan, 0, 0, nan, nan, 0, 0
15092, nan, nan, 0, 0, nan, nan, 0, 0
15108, nan, nan, 0, 0, nan, nan, 0, 0
15124, nan, nan, 0, 0, nan, nan, 0, 0
15139, nan, nan, 0, 0, nan, nan, 0, 0
15155, nan, nan, 0, 0, nan, nan, 0, 0
15170, nan, nan, 0, 0, nan, nan, 0, 0
15186, nan, nan, 0, 0, nan, nan, 0, 0
15202, nan, nan, 0, 0, nan, nan, 0, 0
15217, nan, nan, 0, 0, nan, nan, 0, 0
15233, nan, nan, 0, 0, nan, nan, 0, 0
15249, nan, nan, 0, 0, nan, nan, 0, 0
15264, nan, nan, 0, 0, nan, nan, 0, 0
15280, nan, nan, 0, 0, nan, nan, 0, 0
15295, nan, nan, 0, 0, nan, nan, 0, 0
15311, nan, nan, 0, 0, nan, nan, 0, 0
15342, nan, nan, 0, 0, nan, nan, 0, 0
15358, nan, nan, 0, 0, nan, nan, 0, 0
15374, nan, nan, 0, 0, nan, nan, 0, 0
15389, nan, nan, 0, 0, nan, nan, 0, 0
15405, nan, nan, 0, 0, nan, nan, 0, 0
15420, nan, nan, 0, 0, nan, nan, 0, 0
15436, nan, nan, 0, 0, nan, nan, 0, 0
15452, nan, nan, 0, 0, nan, nan, 0, 0
15467, nan, nan, 0, 0, nan, nan, 0, 0
15499, nan, nan, 0, 0, nan, nan, 0, 0
15514, nan, nan, 0, 0, nan, nan, 0, 0
15530, nan, nan, 0, 0, nan, nan, 0, 0
15545, nan, nan, 0, 0, nan, nan, 0, 0
15561, nan, nan, 0, 0, nan, nan, 0, 0
15577, nan, nan, 0, 0, nan, nan, 0, 0
15592, nan, nan, 0, 0, nan, nan, 0, 0
15608, nan, nan, 0, 0, nan, nan, 0, 0
15624, nan, nan, 0, 0, nan, nan, 0, 0
15655, nan, nan, 0, 0, nan, nan, 0, 0
15670, nan, nan, 0, 0, nan, nan, 0, 0
15686, nan, nan, 0, 0, nan, nan, 0, 0
15702, nan, nan, 0, 0, nan, nan, 0, 0
15717, nan, nan, 0, 0, nan, nan, 0, 0
15733, nan, nan, 0, 0, nan, nan, 0, 0
15749, nan, nan, 0, 0, nan, nan, 0, 0
15780, nan, nan, 0, 0, nan, nan, 0, 0
15795, nan, nan, 0, 0, nan, nan, 0, 0
15811, nan, nan, 0, 0, nan, nan, 0, 0
15827, nan, nan, 0, 0, nan, nan, 0, 0
15858, nan, nan, 0, 0, nan, nan, 0, 0
15873, nan, nan, 0, 0, nan, nan, 0, 0
15889, nan, nan, 0, 0, nan, nan, 0, 0
15905, nan, nan, 0, 0, nan, nan, 0, 0
15920, nan, nan, 0, 0, nan, nan, 0, 0
15936, nan, nan, 0, 0, nan, nan, 0, 0
15952, nan, nan, 0, 0, nan, nan, 0, 0
15967, nan, nan, 0, 0, nan, nan, 0, 0
15983, nan, nan, 0, 0, nan, nan, 0, 0
15999, nan, nan, 0, 0, nan, nan, 0, 0
16014, nan, nan, 0, 0, nan, nan, 0, 0
16030, nan, nan, 0, 0, nan, nan, 0, 0
16045, nan, nan, 0, 0, nan, nan, 0, 0
16061, nan, nan, 0, 0, nan, nan, 0, 0
16077, nan, nan, 0, 0, nan, nan, 0, 0
16108, nan, nan, 0, 0, nan, nan, 0, 0
16123, nan, nan, 0, 0, nan, nan, 0, 0
16139, nan, nan, 0, 0, nan, nan, 0, 0
16155, nan, nan, 0, 0, nan, nan, 0, 0
16170, nan, nan, 0, 0, nan, nan, 0, 0
16186, nan, nan, 0, 0, nan, nan, 0, 0
16202, nan, nan, 0, 0, nan, nan, 0, 0
16217, nan, nan, 0, 0, nan, nan, 0, 0
16233, nan, nan, 0, 0, nan, nan, 0, 0
16249, nan, nan, 0, 0, nan, nan, 0, 0
16264, nan, nan, 0, 0, nan, nan, 0, 0
16280, nan, nan, 0, 0, nan, nan, 0, 0
16295, nan, nan, 0, 0, nan, nan, 0, 0
16311, nan, nan, 0, 0, nan, nan, 0, 0
16327, nan, nan, 0, 0, nan, nan, 0, 0
16342, nan, nan, 0, 0, nan, nan, 0, 0
16373, nan, nan, 0, 0, nan, nan, 0, 0
16389, nan, nan, 0, 0, nan, nan, 0, 0
16405, nan, nan, 0, 0, nan, nan, 0, 0
16420, nan, nan, 0, 0, nan, nan, 0, 0
16436, nan, nan, 0, 0, nan, nan, 0, 0
16452, nan, nan, 0, 0, nan, nan, 0, 0
16467, nan, nan, 0, 0, nan, nan, 0, 0
16483, nan, nan, 0, 0, nan, nan, 0, 0
16499, nan, nan, 0, 0, nan, nan, 0, 0
16530, nan, nan, 0, 0, nan, nan, 0, 0
16545, nan, nan, 0, 0, nan, nan, 0, 0
16561, nan, nan, 0, 0, nan, nan, 0, 0
16577, nan, nan, 0, 0, nan, nan, 0, 0
16592, nan, nan, 0, 0, nan, nan, 0, 0
16608, nan, nan, 0, 0, nan, nan, 0, 0
16639, nan, nan, 0, 0, nan, nan, 0, 0
16655, nan, nan, 0, 0, nan, nan, 0, 0
16670, nan, nan, 0, 0, nan, nan, 0, 0
16686, nan, nan, 0, 0, nan, nan, 0, 0
16717, nan, nan, 0, 0, nan, nan, 0, 0
16733, nan, nan, 0, 0, nan, nan, 0, 0
16748, nan, nan, 0, 0, nan, nan, 0, 0
16764, nan, nan, 0, 0, nan, nan, 0, 0
16780, nan, nan, 0, 0, nan, nan, 0, 0
16795, nan, nan, 0, 0, nan, nan, 0, 0
16811, nan, nan, 0, 0, nan, nan, 0, 0
16827, nan, nan, 0, 0, nan, nan, 0, 0
16842, nan, nan, 0, 0, nan, nan, 0, 0
16858, nan, nan, 0, 0, nan, nan, 0, 0
16873, nan, nan, 0, 0, nan, nan, 0, 0
16889, nan, nan, 0, 0, nan, nan, 0, 0
16905, nan, nan, 0, 0, nan, nan, 0, 0
16936, nan, nan, 0, 0, nan, nan, 0, 0
16952, nan, nan, 0, 0, nan, nan, 0, 0
16967, nan, nan, 0, 0, nan, nan, 0, 0
16983, nan, nan, 0, 0, nan, nan, 0, 0
16998, nan, nan, 0, 0, nan, nan, 0, 0
17014, nan, nan, 0, 0, nan, nan, 0, 0
17030, nan, nan, 0, 0, nan, nan, 0, 0
17045, nan, nan, 0, 0, nan, nan, 0, 0
17061, nan, nan, 0, 0, nan, nan, 0, 0
17077, nan, nan, 0, 0, nan, nan, 0, 0
17092, nan, nan, 0, 0, nan, nan, 0, 0
17108, nan, nan, 0, 0, nan, nan, 0, 0
17123, nan, nan, 0, 0, nan, nan, 0, 0
17139, nan, nan, 0, 0, nan, nan, 0, 0
17155, nan, nan, 0, 0, nan, nan, 0, 0
17174, nan, nan, 0, 0, nan, nan, 0, 0
17189, nan, nan, 0, 0, nan, nan, 0, 0
17205, nan, nan, 0, 0, nan, nan, 0, 0
17221, nan, nan, 0, 0, nan, nan, 0, 0
17252, nan, nan, 0, 0, nan, nan, 0, 0
17267, nan, nan, 0, 0, nan, nan, 0, 0
17283, nan, nan, 0, 0, nan, nan, 0, 0
17299, nan, nan, 0, 0, nan, nan, 0, 0
17314, nan, nan, 0, 0, nan, nan, 0, 0
17330, nan, nan, 0, 0, nan, nan, 0, 0
17346, nan, nan, 0, 0, nan, nan, 0, 0
17361, nan, nan, 0, 0, nan, nan, 0, 0
17377, nan, nan, 0, 0, nan, nan, 0, 0
17393, nan, nan, 0, 0, nan, nan, 0, 0
17408, nan, nan, 0, 0, nan, nan, 0, 0
17424, nan, nan, 0, 0, nan, nan, 0, 0
17439, nan, nan, 0, 0, nan, nan, 0, 0
17455, nan, nan, 0, 0, nan, nan, 0, 0
17486, nan, nan, 0, 0, nan, nan, 0, 0
17502, nan, nan, 0, 0, nan, nan, 0, 0
17518, nan, nan, 0, 0, nan, nan, 0, 0
17533, nan, nan, 0, 0, nan, nan, 0, 0
17549, nan, nan, 0, 0, nan, nan, 0, 0
17564, nan, nan, 0, 0, nan, nan, 0, 0
17580, nan, nan, 0, 0, nan, nan, 0, 0
17596, nan, nan, 0, 0, nan, nan, 0, 0
17611, nan, nan, 0, 0, nan, nan, 0, 0
17627, nan, nan, 0, 0, nan, nan, 0, 0
17643, nan, nan, 0, 0, nan, nan, 0, 0
17658, nan, nan, 0, 0, nan, nan, 0, 0
17674, nan, nan, 0, 0, nan, nan, 0, 0
17689, nan, nan, 0, 0, nan, nan, 0, 0
17705, nan, nan, 0, 0, nan, nan, 0, 0
17736, nan, nan, 0, 0, nan, nan, 0, 0
17752, nan, nan, 0, 0, nan, nan, 0, 0
17768, nan, nan, 0, 0, nan, nan, 0, 0
17783, nan, nan, 0, 0, nan, nan, 0, 0
17799, nan, nan, 0, 0, nan, nan, 0, 0
17814, nan, nan, 0, 0, nan, nan, 0, 0
17830, nan, nan, 0, 0, nan, nan, 0, 0
17846, nan, nan, 0, 0, nan, nan, 0, 0
17861, nan, nan, 0, 0, nan, nan, 0, 0
17877, nan, nan, 0, 0, nan, nan, 0, 0
17893, nan, nan, 0, 0, nan, nan, 0, 0
17908, nan, nan, 0, 0, nan, nan, 0, 0
17924, nan, nan, 0, 0, nan, nan, 0, 0
17939, nan, nan, 0, 0, nan, nan, 0, 0
17955, nan, nan, 0, 0, nan, nan, 0, 0
17971, nan, nan, 0, 0, nan, nan, 0, 0
18002, nan, nan, 0, 0, nan, nan, 0, 0
18017, nan, nan, 0, 0, nan, nan, 0, 0
18033, nan, nan, 0, 0, nan, nan, 0, 0
18049, nan, nan, 0, 0, nan, nan, 0, 0
18064, nan, nan, 0, 0, nan, nan, 0, 0
18080, nan, nan, 0, 0, nan, nan, 0, 0
18096, nan, nan, 0, 0, nan, nan, 0, 0
18111, nan, nan, 0, 0, nan, nan, 0, 0
18127, nan, nan, 0, 0, nan, nan, 0, 0
18142, nan, nan, 0, 0, nan, nan, 0, 0
18158, nan, nan, 0, 0, nan, nan, 0, 0
18174, nan, nan, 0, 0, nan, nan, 0, 0
18189, nan, nan, 0, 0, nan, nan, 0, 0
18205, nan, nan, 0, 0, nan, nan, 0, 0
18221, nan, nan, 0, 0, nan, nan, 0, 0
18236, nan, nan, 0, 0, nan, nan, 0, 0
18268, nan, nan, 0, 0, nan, nan, 0, 0
18283, nan, nan, 0, 0, nan, nan, 0, 0
18299, nan, nan, 0, 0, nan, nan, 0, 0
18314, nan, nan, 0, 0, nan, nan, 0, 0
18330, nan, nan, 0, 0, nan, nan, 0, 0
18346, nan, nan, 0, 0, nan, nan, 0, 0
18361, nan, nan, 0, 0, nan, nan, 0, 0
18377, nan, nan, 0, 0, nan, nan, 0, 0
18393, nan, nan, 0, 0, nan, nan, 0, 0
18408, nan, nan, 0, 0, nan, nan, 0, 0
18424, nan, nan, 0, 0, nan, nan, 0, 0
18439, nan, nan, 0, 0, nan, nan, 0, 0
18455, nan, nan, 0, 0, nan, nan, 0, 0
18471, nan, nan, 0, 0, nan, nan, 0, 0
18502, nan, nan, 0, 0, nan, nan, 0, 0
18518, nan, nan, 0, 0, nan, nan, 0, 0
18533, nan, nan, 0, 0, nan, nan, 0, 0
18549, nan, nan, 0, 0, nan, nan, 0, 0
18564, nan, nan, 0, 0, nan, nan, 0, 0
18580, nan, nan, 0, 0, nan, nan, 0, 0
18596, nan, nan, 0, 0, nan, nan, 0, 0
18611, nan, nan, 0, 0, nan, nan, 0, 0
18627, nan, nan, 0, 0, nan, nan, 0, 0
18643, nan, nan, 0, 0, nan, nan, 0, 0
18658, nan, nan, 0, 0, nan, nan, 0, 0
18674, nan, nan, 0, 0, nan, nan, 0, 0
18689, nan, nan, 0, 0, nan, nan, 0, 0
18705, nan, nan, 0, 0, nan, nan, 0, 0
18736, nan, nan, 0, 0, nan, nan, 0, 0
18752, nan, nan, 0, 0, nan, nan, 0, 0
18768, nan, nan, 0, 0, nan, nan, 0, 0
18783, nan, nan, 0, 0, nan, nan, 0, 0
18799, nan, nan, 0, 0, nan, nan, 0, 0
18814, nan, nan, 0, 0, nan, nan, 0, 0
18830, nan, nan, 0, 0, nan, nan, 0, 0
18846, nan, nan, 0, 0, nan, nan, 0, 0
18861, nan, nan, 0, 0, nan, nan, 0, 0
18877, nan, nan, 0, 0, nan, nan, 0, 0
18893, nan, nan, 0, 0, nan, nan, 0, 0
18908, nan, nan, 0, 0, nan, nan, 0, 0
